vOTU	Length	Length_kbp	GC	phylum
vOTU18116	25004	25.004	53.89	Proteobacteria
vOTU18117	44045	44.045	58.61	Proteobacteria
vOTU18121	38182	38.182	55.48	Proteobacteria
vOTU18127	22114	22.114	45.56	Proteobacteria
vOTU18133	43117	43.117	57.4	Proteobacteria
vOTU18138	37101	37.101	40.86	Proteobacteria
vOTU18143	53515	53.515	54.3	Proteobacteria
vOTU18150	30906	30.906	42.14	Proteobacteria
vOTU18166	44696	44.696	40.89	Proteobacteria
vOTU18169	93800	93.8	31.85	Proteobacteria
vOTU18174	110381	110.381	58.69	Proteobacteria
vOTU18177	18476	18.476	36.4	Proteobacteria
vOTU18183	42020	42.02	54.14	Proteobacteria
vOTU18185	15930	15.93	41.19	Proteobacteria
vOTU18187	41840	41.84	45.84	Proteobacteria
vOTU18188	53936	53.936	59.62	Proteobacteria
vOTU18192	64174	64.174	43.1	Proteobacteria
vOTU18194	49122	49.122	53.51	Proteobacteria
vOTU18195	16867	16.867	46.85	Proteobacteria
vOTU18199	50473	50.473	37.73	Proteobacteria
vOTU18200	84633	84.633	29.28	Proteobacteria
vOTU18202	62728	62.728	54.14	Proteobacteria
vOTU18206	69375	69.375	59.06	Proteobacteria
vOTU18207	27537	27.537	41.16	Proteobacteria
vOTU18209	5000	5	40.24	Proteobacteria
vOTU18216	31526	31.526	45.13	Proteobacteria
vOTU18221	131195	131.195	59	Proteobacteria
vOTU18223	17082	17.082	27.92	Proteobacteria
vOTU18226	27018	27.018	53.2	Proteobacteria
vOTU18234	78264	78.264	37.62	Proteobacteria
vOTU18240	13542	13.542	42.22	Proteobacteria
vOTU18250	22843	22.843	56.53	Proteobacteria
vOTU18258	31088	31.088	51.26	Proteobacteria
vOTU18264	26465	26.465	43.76	Proteobacteria
vOTU18267	46150	46.15	45.8	Proteobacteria
vOTU18270	71655	71.655	52.13	Proteobacteria
vOTU18271	36551	36.551	42.49	Proteobacteria
vOTU18276	65093	65.093	51.59	Proteobacteria
vOTU18277	46511	46.511	45.42	Proteobacteria
vOTU18278	36388	36.388	28.14	Proteobacteria
vOTU18280	44949	44.949	41.04	Proteobacteria
vOTU18283	44209	44.209	31.74	Proteobacteria
vOTU18287	31343	31.343	53.7	Proteobacteria
vOTU18288	105286	105.286	56.57	Proteobacteria
vOTU18289	19576	19.576	54.6	Proteobacteria
vOTU18290	49162	49.162	50.98	Proteobacteria
vOTU18297	40979	40.979	53.58	Proteobacteria
vOTU18298	4974	4.974	40.13	Proteobacteria
vOTU18300	40501	40.501	44.33	Proteobacteria
vOTU18303	32953	32.953	52.65	Proteobacteria
vOTU18305	32467	32.467	42.29	Proteobacteria
vOTU18307	18381	18.381	51.45	Proteobacteria
vOTU18308	47646	47.646	49.69	Proteobacteria
vOTU18313	32605	32.605	47.24	Proteobacteria
vOTU18332	62442	62.442	46.7	Proteobacteria
vOTU18333	69640	69.64	42.06	Proteobacteria
vOTU18334	47164	47.164	48.84	Proteobacteria
vOTU18337	47768	47.768	46.18	Proteobacteria
vOTU18344	34335	34.335	46.29	Proteobacteria
vOTU18350	57271	57.271	45.57	Proteobacteria
vOTU18354	45735	45.735	46.13	Proteobacteria
vOTU18362	57193	57.193	42.4	Proteobacteria
vOTU18364	16321	16.321	35.57	Proteobacteria
vOTU18365	63027	63.027	47.34	Proteobacteria
vOTU18368	64482	64.482	44.91	Proteobacteria
vOTU18371	43567	43.567	49.65	Proteobacteria
vOTU18373	60071	60.071	44.94	Proteobacteria
vOTU18375	80814	80.814	57.32	Proteobacteria
vOTU18383	11754	11.754	55.39	Proteobacteria
vOTU18390	26335	26.335	38.48	Proteobacteria
vOTU18391	53278	53.278	54.04	Proteobacteria
vOTU18399	35987	35.987	47.62	Proteobacteria
vOTU18400	33314	33.314	42.75	Proteobacteria
vOTU18408	15399	15.399	35.84	Proteobacteria
vOTU18417	25133	25.133	50.31	Proteobacteria
vOTU18422	42842	42.842	39.23	Proteobacteria
vOTU18425	51058	51.058	57.1	Proteobacteria
vOTU18428	30972	30.972	44.41	Proteobacteria
vOTU18438	65470	65.47	40.37	Proteobacteria
vOTU18446	84986	84.986	50.74	Proteobacteria
vOTU18454	55992	55.992	42.97	Proteobacteria
vOTU18461	45480	45.48	47.13	Proteobacteria
vOTU18468	22321	22.321	40.38	Proteobacteria
vOTU18472	81039	81.039	43.5	Proteobacteria
vOTU18474	34017	34.017	42.38	Proteobacteria
vOTU18477	42601	42.601	44.48	Proteobacteria
vOTU18478	23426	23.426	63.02	Proteobacteria
vOTU18480	20562	20.562	53.04	Proteobacteria
vOTU18485	41109	41.109	38.37	Proteobacteria
vOTU18486	62556	62.556	49.36	Proteobacteria
vOTU18487	41100	41.1	42.52	Proteobacteria
vOTU18490	51711	51.711	62.17	Proteobacteria
vOTU18492	59355	59.355	56.02	Proteobacteria
vOTU18494	79286	79.286	51.45	Proteobacteria
vOTU18497	56044	56.044	27.86	Proteobacteria
vOTU18511	41315	41.315	52.42	Proteobacteria
vOTU18512	61291	61.291	45.21	Proteobacteria
vOTU18515	31496	31.496	60.25	Proteobacteria
vOTU18521	25521	25.521	35.59	Proteobacteria
vOTU18524	4874	4.874	44.5	Proteobacteria
vOTU18535	68433	68.433	51.55	Proteobacteria
vOTU18538	31978	31.978	58.44	Proteobacteria
vOTU18540	44684	44.684	43.29	Proteobacteria
vOTU18557	22113	22.113	42.38	Proteobacteria
vOTU18569	44661	44.661	44.28	Proteobacteria
vOTU18574	26628	26.628	27.15	Proteobacteria
vOTU18578	50217	50.217	28.37	Proteobacteria
vOTU18585	32758	32.758	35.79	Proteobacteria
vOTU18586	34782	34.782	52.24	Proteobacteria
vOTU18591	38290	38.29	48.57	Proteobacteria
vOTU18593	36059	36.059	45.29	Proteobacteria
vOTU18597	87734	87.734	30.56	Proteobacteria
vOTU18607	32519	32.519	55.28	Proteobacteria
vOTU18614	36169	36.169	56.92	Proteobacteria
vOTU18615	23434	23.434	44.43	Proteobacteria
vOTU18618	101470	101.47	44.03	Proteobacteria
vOTU18628	140788	140.788	29.97	Proteobacteria
vOTU18629	43914	43.914	30.83	Proteobacteria
vOTU18631	27409	27.409	62.99	Proteobacteria
vOTU18633	29343	29.343	52.62	Proteobacteria
vOTU18637	25240	25.24	57.43	Proteobacteria
vOTU18641	22022	22.022	53.64	Proteobacteria
vOTU18649	39152	39.152	41.67	Proteobacteria
vOTU18664	38737	38.737	53.67	Proteobacteria
vOTU18669	54848	54.848	42.39	Proteobacteria
vOTU18671	34042	34.042	61.32	Proteobacteria
vOTU18674	28553	28.553	42.79	Proteobacteria
vOTU18676	59799	59.799	52.79	Proteobacteria
vOTU18677	15721	15.721	48.28	Proteobacteria
vOTU18685	37439	37.439	59.91	Proteobacteria
vOTU18687	47415	47.415	58.26	Proteobacteria
vOTU18695	67179	67.179	39.54	Proteobacteria
vOTU18697	60039	60.039	52.21	Proteobacteria
vOTU18698	15319	15.319	42.39	Proteobacteria
vOTU18702	36024	36.024	45.18	Proteobacteria
vOTU18705	64084	64.084	50.47	Proteobacteria
vOTU18712	54734	54.734	45.36	Proteobacteria
vOTU18719	69953	69.953	50.54	Proteobacteria
vOTU18724	27822	27.822	50.44	Proteobacteria
vOTU18725	45693	45.693	48.3	Proteobacteria
vOTU18729	40332	40.332	45.57	Proteobacteria
vOTU18732	41912	41.912	54.19	Proteobacteria
vOTU18734	15144	15.144	45.37	Proteobacteria
vOTU18738	50211	50.211	56.06	Proteobacteria
vOTU18747	53534	53.534	50.68	Proteobacteria
vOTU18748	85957	85.957	45.41	Proteobacteria
vOTU18750	23527	23.527	47.57	Proteobacteria
vOTU18757	29897	29.897	39.08	Proteobacteria
vOTU18761	42986	42.986	53.2	Proteobacteria
vOTU18770	28977	28.977	57.97	Proteobacteria
vOTU18772	40616	40.616	28.21	Proteobacteria
vOTU18777	30022	30.022	49.65	Proteobacteria
vOTU18782	33958	33.958	53.41	Proteobacteria
vOTU18786	36382	36.382	40.71	Proteobacteria
vOTU18790	21346	21.346	53.19	Proteobacteria
vOTU18791	82354	82.354	44.19	Proteobacteria
vOTU18793	187715	187.715	44.21	Proteobacteria
vOTU18796	97954	97.954	47.5	Proteobacteria
vOTU18798	37752	37.752	56.95	Proteobacteria
vOTU18805	60629	60.629	46.63	Proteobacteria
vOTU18806	60586	60.586	52.22	Proteobacteria
vOTU18811	62384	62.384	54.38	Proteobacteria
vOTU18818	53882	53.882	46.21	Proteobacteria
vOTU18830	97975	97.975	29.19	Proteobacteria
vOTU18831	90676	90.676	29.2	Proteobacteria
vOTU18849	90425	90.425	32.23	Proteobacteria
vOTU18854	25631	25.631	49.62	Proteobacteria
vOTU18856	40509	40.509	59.12	Proteobacteria
vOTU18866	30229	30.229	52.18	Proteobacteria
vOTU18875	73882	73.882	56.15	Proteobacteria
vOTU18887	37327	37.327	29.24	Proteobacteria
vOTU18888	33876	33.876	45.76	Proteobacteria
vOTU18894	15619	15.619	33.76	Proteobacteria
vOTU18898	38415	38.415	57.27	Proteobacteria
vOTU18911	40243	40.243	52.21	Proteobacteria
vOTU18917	47348	47.348	53.35	Proteobacteria
vOTU18918	20486	20.486	42.21	Proteobacteria
vOTU18919	88056	88.056	47.34	Proteobacteria
vOTU18923	24903	24.903	42.14	Proteobacteria
vOTU18929	28128	28.128	43.54	Proteobacteria
vOTU18930	33874	33.874	52.96	Proteobacteria
vOTU18931	78612	78.612	41.38	Proteobacteria
vOTU18932	27509	27.509	53.22	Proteobacteria
vOTU18933	54867	54.867	55.7	Proteobacteria
vOTU18934	42306	42.306	42.76	Proteobacteria
vOTU18935	112078	112.078	47.29	Proteobacteria
vOTU18946	42244	42.244	52.5	Proteobacteria
vOTU18949	16347	16.347	61.77	Proteobacteria
vOTU18952	22339	22.339	58.21	Proteobacteria
vOTU18954	28832	28.832	60.41	Proteobacteria
vOTU18955	44353	44.353	39.23	Proteobacteria
vOTU18957	51392	51.392	55.15	Proteobacteria
vOTU18962	16516	16.516	54.46	Proteobacteria
vOTU18963	22198	22.198	52.29	Proteobacteria
vOTU18967	48855	48.855	50.51	Proteobacteria
vOTU18970	40812	40.812	41.32	Proteobacteria
vOTU18985	48612	48.612	48.28	Proteobacteria
vOTU18986	97289	97.289	32.17	Proteobacteria
vOTU18989	64120	64.12	47.89	Proteobacteria
vOTU18994	51573	51.573	58.99	Proteobacteria
vOTU18995	16107	16.107	59.03	Proteobacteria
vOTU18997	26339	26.339	61.16	Proteobacteria
vOTU18998	44635	44.635	41.68	Proteobacteria
vOTU19002	110754	110.754	27.34	Proteobacteria
vOTU19004	26217	26.217	55.79	Proteobacteria
vOTU19008	46475	46.475	40.37	Proteobacteria
vOTU19009	69811	69.811	35.27	Proteobacteria
vOTU19014	40782	40.782	37.48	Proteobacteria
vOTU19019	46609	46.609	43.24	Proteobacteria
vOTU19023	59982	59.982	45.3	Proteobacteria
vOTU19024	5385	5.385	48.64	Proteobacteria
vOTU19031	45763	45.763	57.53	Proteobacteria
vOTU19043	51074	51.074	50.37	Proteobacteria
vOTU19046	32797	32.797	47.8	Proteobacteria
vOTU19050	25722	25.722	52.7	Proteobacteria
vOTU19052	70797	70.797	50.45	Proteobacteria
vOTU19055	61997	61.997	48.13	Proteobacteria
vOTU19057	78792	78.792	49.55	Proteobacteria
vOTU19063	31423	31.423	48.47	Proteobacteria
vOTU19067	48904	48.904	42.2	Proteobacteria
vOTU19071	35854	35.854	32.36	Proteobacteria
vOTU19076	22161	22.161	46.14	Proteobacteria
vOTU19079	9010	9.01	38.85	Proteobacteria
vOTU19082	46911	46.911	56.35	Proteobacteria
vOTU19083	35500	35.5	41.4	Proteobacteria
vOTU19088	33123	33.123	43.42	Proteobacteria
vOTU19092	31120	31.12	43.62	Proteobacteria
vOTU19099	45096	45.096	51.02	Proteobacteria
vOTU19101	12443	12.443	50.94	Proteobacteria
vOTU19102	89217	89.217	25.03	Proteobacteria
vOTU19106	44625	44.625	57.44	Proteobacteria
vOTU19107	34827	34.827	63.06	Proteobacteria
vOTU19111	35838	35.838	53.71	Proteobacteria
vOTU19120	44274	44.274	34.67	Proteobacteria
vOTU19124	42023	42.023	55.23	Proteobacteria
vOTU19126	40584	40.584	48.71	Proteobacteria
vOTU19128	44023	44.023	31.79	Proteobacteria
vOTU19129	40091	40.091	49.92	Proteobacteria
vOTU19134	40385	40.385	56.73	Proteobacteria
vOTU19140	45278	45.278	29.51	Proteobacteria
vOTU19142	49409	49.409	48.67	Proteobacteria
vOTU19143	55878	55.878	48.37	Proteobacteria
vOTU19147	51037	51.037	51.62	Proteobacteria
vOTU19158	83434	83.434	48.79	Proteobacteria
vOTU19161	44812	44.812	53.72	Proteobacteria
vOTU19169	23070	23.07	51.01	Proteobacteria
vOTU19170	64134	64.134	47.74	Proteobacteria
vOTU19172	43629	43.629	60.06	Proteobacteria
vOTU19174	67085	67.085	59.42	Proteobacteria
vOTU19177	81068	81.068	40.05	Proteobacteria
vOTU19179	105923	105.923	52.66	Proteobacteria
vOTU19183	19001	19.001	42.97	Proteobacteria
vOTU19185	59047	59.047	44.2	Proteobacteria
vOTU19187	50480	50.48	45.11	Proteobacteria
vOTU19192	22847	22.847	47.42	Proteobacteria
vOTU19195	35561	35.561	39.9	Proteobacteria
vOTU19196	33109	33.109	51.55	Proteobacteria
vOTU19198	38551	38.551	42.48	Proteobacteria
vOTU19206	38066	38.066	46.02	Proteobacteria
vOTU19213	42548	42.548	44.55	Proteobacteria
vOTU19215	54562	54.562	41.37	Proteobacteria
vOTU19218	77036	77.036	59.17	Proteobacteria
vOTU19227	16218	16.218	53.83	Proteobacteria
vOTU19235	67692	67.692	51.01	Proteobacteria
vOTU19239	28056	28.056	40.66	Proteobacteria
vOTU19240	41283	41.283	54.31	Proteobacteria
vOTU19241	19887	19.887	54.89	Proteobacteria
vOTU19248	23512	23.512	35.56	Proteobacteria
vOTU19250	40552	40.552	53.13	Proteobacteria
vOTU19259	22573	22.573	46.17	Proteobacteria
vOTU19265	30804	30.804	39.59	Proteobacteria
vOTU19267	30181	30.181	37.2	Proteobacteria
vOTU19272	11525	11.525	37.16	Proteobacteria
vOTU19275	56050	56.05	58.61	Proteobacteria
vOTU19282	52782	52.782	55	Proteobacteria
vOTU19287	59456	59.456	52.46	Proteobacteria
vOTU19291	29505	29.505	45.63	Proteobacteria
vOTU19298	102164	102.164	48.47	Proteobacteria
vOTU19300	26271	26.271	59.58	Proteobacteria
vOTU19307	36264	36.264	57.98	Proteobacteria
vOTU19309	45337	45.337	31.86	Proteobacteria
vOTU19311	34854	34.854	56.72	Proteobacteria
vOTU19313	29231	29.231	42.81	Proteobacteria
vOTU19314	58740	58.74	51.91	Proteobacteria
vOTU19315	45029	45.029	45.82	Proteobacteria
vOTU19317	32560	32.56	58.54	Proteobacteria
vOTU19318	36300	36.3	56.6	Proteobacteria
vOTU19320	35298	35.298	50.58	Proteobacteria
vOTU19327	48738	48.738	49.8	Proteobacteria
vOTU19331	47806	47.806	55.69	Proteobacteria
vOTU19341	71137	71.137	37.94	Proteobacteria
vOTU19342	17022	17.022	48.11	Proteobacteria
vOTU19343	36612	36.612	51.17	Proteobacteria
vOTU19345	22641	22.641	57.29	Proteobacteria
vOTU19346	73463	73.463	45.57	Proteobacteria
vOTU19348	66172	66.172	31.92	Proteobacteria
vOTU19350	85279	85.279	54.66	Proteobacteria
vOTU19351	30653	30.653	40.28	Proteobacteria
vOTU19365	29229	29.229	43.71	Proteobacteria
vOTU19366	71560	71.56	54.18	Proteobacteria
vOTU19367	42893	42.893	50.32	Proteobacteria
vOTU19368	41808	41.808	47.7	Proteobacteria
vOTU19370	37810	37.81	44.88	Proteobacteria
vOTU19372	45697	45.697	51.57	Proteobacteria
vOTU19373	15109	15.109	51.15	Proteobacteria
vOTU19374	53963	53.963	41.59	Proteobacteria
vOTU19377	4872	4.872	40.6	Proteobacteria
vOTU19378	15591	15.591	45.78	Proteobacteria
vOTU19380	39400	39.4	42.17	Proteobacteria
vOTU19385	46702	46.702	52.71	Proteobacteria
vOTU19386	46034	46.034	57.87	Proteobacteria
vOTU19391	28063	28.063	57.18	Proteobacteria
vOTU19396	44726	44.726	38.68	Proteobacteria
vOTU19405	34751	34.751	31.13	Proteobacteria
vOTU19407	15630	15.63	36.14	Proteobacteria
vOTU19413	53487	53.487	51.61	Proteobacteria
vOTU19420	34603	34.603	51.57	Proteobacteria
vOTU19422	25163	25.163	35.93	Proteobacteria
vOTU19424	54672	54.672	47.17	Proteobacteria
vOTU19425	79946	79.946	42.3	Proteobacteria
vOTU19426	32344	32.344	39.43	Proteobacteria
vOTU19428	70096	70.096	31.37	Proteobacteria
vOTU19429	12901	12.901	52.72	Proteobacteria
vOTU19431	52305	52.305	50.26	Proteobacteria
vOTU19432	23716	23.716	56.83	Proteobacteria
vOTU19435	28769	28.769	33.98	Proteobacteria
vOTU19442	63291	63.291	51.44	Proteobacteria
vOTU19446	54777	54.777	44.42	Proteobacteria
vOTU19449	43918	43.918	50.65	Proteobacteria
vOTU19452	35125	35.125	60.89	Proteobacteria
vOTU19453	26624	26.624	55.43	Proteobacteria
vOTU19455	26878	26.878	35.98	Proteobacteria
vOTU19459	48810	48.81	50.77	Proteobacteria
vOTU19460	20888	20.888	62.6	Proteobacteria
vOTU19463	11606	11.606	35.95	Proteobacteria
vOTU19464	27122	27.122	56.02	Proteobacteria
vOTU19468	31567	31.567	56.31	Proteobacteria
vOTU19472	24723	24.723	41.68	Proteobacteria
vOTU19477	93103	93.103	41.3	Proteobacteria
vOTU19478	16085	16.085	40.92	Proteobacteria
vOTU19479	46188	46.188	45.42	Proteobacteria
vOTU19487	15088	15.088	35.63	Proteobacteria
vOTU19492	39096	39.096	49.41	Proteobacteria
vOTU19493	26567	26.567	58.1	Proteobacteria
vOTU19501	76277	76.277	44.15	Proteobacteria
vOTU19511	30314	30.314	44.53	Proteobacteria
vOTU19514	30018	30.018	54.24	Proteobacteria
vOTU19519	7766	7.766	54.11	Proteobacteria
vOTU19523	33694	33.694	49.08	Proteobacteria
vOTU19532	41593	41.593	51.4	Proteobacteria
vOTU19533	57282	57.282	55.4	Proteobacteria
vOTU19537	50091	50.091	47.19	Proteobacteria
vOTU19540	26141	26.141	47.35	Proteobacteria
vOTU19551	65379	65.379	36.41	Proteobacteria
vOTU19553	69215	69.215	40.77	Proteobacteria
vOTU19557	71296	71.296	48.41	Proteobacteria
vOTU19560	76805	76.805	43.12	Proteobacteria
vOTU19563	24390	24.39	41.59	Proteobacteria
vOTU19564	31308	31.308	40.27	Proteobacteria
vOTU19567	72720	72.72	40.87	Proteobacteria
vOTU19573	180574	180.574	40.57	Proteobacteria
vOTU19578	28616	28.616	45.06	Proteobacteria
vOTU19579	114728	114.728	42.48	Proteobacteria
vOTU19584	43262	43.262	53.3	Proteobacteria
vOTU19586	35181	35.181	56.61	Proteobacteria
vOTU19590	26344	26.344	42.51	Proteobacteria
vOTU19592	73923	73.923	39.74	Proteobacteria
vOTU19598	41620	41.62	53.2	Proteobacteria
vOTU19604	94147	94.147	34.76	Proteobacteria
vOTU19607	26516	26.516	46.43	Proteobacteria
vOTU19611	63542	63.542	55.32	Proteobacteria
vOTU19612	105806	105.806	37.55	Proteobacteria
vOTU19616	29428	29.428	44.44	Proteobacteria
vOTU19617	45971	45.971	62.8	Proteobacteria
vOTU19619	34822	34.822	48.87	Proteobacteria
vOTU19623	70860	70.86	44.39	Proteobacteria
vOTU19624	39366	39.366	41.76	Proteobacteria
vOTU19629	49726	49.726	59.67	Proteobacteria
vOTU19630	34920	34.92	43.71	Proteobacteria
vOTU19631	55269	55.269	51.9	Proteobacteria
vOTU19632	5827	5.827	45.86	Proteobacteria
vOTU19633	49946	49.946	59.45	Proteobacteria
vOTU19640	18637	18.637	27.23	Proteobacteria
vOTU19642	31182	31.182	57.22	Proteobacteria
vOTU19644	23718	23.718	46.38	Proteobacteria
vOTU19645	54291	54.291	48.21	Proteobacteria
vOTU19650	60913	60.913	46.74	Proteobacteria
vOTU19661	42606	42.606	42.28	Proteobacteria
vOTU19663	5037	5.037	40.86	Proteobacteria
vOTU19665	17379	17.379	40.54	Proteobacteria
vOTU19666	41182	41.182	52.5	Proteobacteria
vOTU19672	50686	50.686	42.47	Proteobacteria
vOTU19674	59762	59.762	51.81	Proteobacteria
vOTU19692	23455	23.455	50.3	Proteobacteria
vOTU19702	28807	28.807	62.63	Proteobacteria
vOTU19704	40543	40.543	36.66	Proteobacteria
vOTU19709	59155	59.155	30.88	Proteobacteria
vOTU19715	13189	13.189	51	Proteobacteria
vOTU19719	45281	45.281	45.75	Proteobacteria
vOTU19720	36618	36.618	59.24	Proteobacteria
vOTU19723	30377	30.377	50.86	Proteobacteria
vOTU19730	53793	53.793	53.61	Proteobacteria
vOTU19732	15079	15.079	45.17	Proteobacteria
vOTU19734	44344	44.344	41.29	Proteobacteria
vOTU19741	20059	20.059	43.7	Proteobacteria
vOTU19742	33674	33.674	42.78	Proteobacteria
vOTU19743	79415	79.415	54.72	Proteobacteria
vOTU19744	59569	59.569	44.98	Proteobacteria
vOTU19746	82074	82.074	37.74	Proteobacteria
vOTU19754	90877	90.877	57.05	Proteobacteria
vOTU19757	64378	64.378	50.52	Proteobacteria
vOTU19760	48823	48.823	57.38	Proteobacteria
vOTU19761	36762	36.762	46.68	Proteobacteria
vOTU19769	37383	37.383	44.09	Proteobacteria
vOTU19782	15113	15.113	38.2	Proteobacteria
vOTU19783	30846	30.846	39.83	Proteobacteria
vOTU19784	56436	56.436	49.43	Proteobacteria
vOTU19802	56115	56.115	61.92	Proteobacteria
vOTU19804	35681	35.681	44.4	Proteobacteria
vOTU19812	40814	40.814	55.6	Proteobacteria
vOTU19813	26788	26.788	59.38	Proteobacteria
vOTU19818	10137	10.137	50.15	Proteobacteria
vOTU19836	40043	40.043	41.87	Proteobacteria
vOTU19842	34568	34.568	41.11	Proteobacteria
vOTU19844	9304	9.304	61.91	Proteobacteria
vOTU19856	60079	60.079	56.88	Proteobacteria
vOTU19859	70753	70.753	47.04	Proteobacteria
vOTU19860	62330	62.33	57.43	Proteobacteria
vOTU19861	42236	42.236	47.25	Proteobacteria
vOTU19864	45017	45.017	51.51	Proteobacteria
vOTU19865	12383	12.383	51.14	Proteobacteria
vOTU19866	43177	43.177	55.27	Proteobacteria
vOTU19874	38587	38.587	43.53	Proteobacteria
vOTU19876	32396	32.396	41.66	Proteobacteria
vOTU19882	15937	15.937	33.83	Proteobacteria
vOTU19883	54757	54.757	33.74	Proteobacteria
vOTU19884	36818	36.818	44.52	Proteobacteria
vOTU19893	23858	23.858	41.84	Proteobacteria
vOTU19904	68456	68.456	33.74	Proteobacteria
vOTU19908	41161	41.161	41.95	Proteobacteria
vOTU19912	12836	12.836	38.37	Proteobacteria
vOTU19914	16677	16.677	39.73	Proteobacteria
vOTU19917	33001	33.001	50.8	Proteobacteria
vOTU19918	16086	16.086	51.71	Proteobacteria
vOTU19920	31298	31.298	53.05	Proteobacteria
vOTU19924	52325	52.325	45.33	Proteobacteria
vOTU19925	59356	59.356	54.31	Proteobacteria
vOTU19932	54176	54.176	52.28	Proteobacteria
vOTU19933	31786	31.786	36.13	Proteobacteria
vOTU19939	41822	41.822	57.9	Proteobacteria
vOTU19944	22778	22.778	64.7	Proteobacteria
vOTU19949	55758	55.758	55.87	Proteobacteria
vOTU19952	56821	56.821	38.89	Proteobacteria
vOTU19957	22355	22.355	44.33	Proteobacteria
vOTU19974	285074	285.074	56	Proteobacteria
vOTU19976	51445	51.445	53.86	Proteobacteria
vOTU19986	43908	43.908	53.69	Proteobacteria
vOTU19987	89837	89.837	56.98	Proteobacteria
vOTU19996	150689	150.689	38.19	Proteobacteria
vOTU20003	24729	24.729	63	Proteobacteria
vOTU20005	60129	60.129	42.92	Proteobacteria
vOTU20007	36185	36.185	59.51	Proteobacteria
vOTU20008	49378	49.378	48.38	Proteobacteria
vOTU20009	38045	38.045	42.3	Proteobacteria
vOTU20013	21947	21.947	44.97	Proteobacteria
vOTU20017	63503	63.503	45.6	Proteobacteria
vOTU20020	127974	127.974	48.9	Proteobacteria
vOTU20021	69524	69.524	46.72	Proteobacteria
vOTU20034	74413	74.413	44.6	Proteobacteria
vOTU20036	84511	84.511	48.88	Proteobacteria
vOTU20037	64716	64.716	30.83	Proteobacteria
vOTU20039	27824	27.824	47.18	Proteobacteria
vOTU20047	16190	16.19	35.02	Proteobacteria
vOTU20049	9337	9.337	51.9	Proteobacteria
vOTU20051	46896	46.896	32.5	Proteobacteria
vOTU20056	5030	5.03	41.65	Proteobacteria
vOTU20057	136328	136.328	45.04	Proteobacteria
vOTU20059	34085	34.085	28.79	Proteobacteria
vOTU20062	47056	47.056	43.92	Proteobacteria
vOTU20063	12909	12.909	49.83	Proteobacteria
vOTU20064	40872	40.872	53.4	Proteobacteria
vOTU20068	25563	25.563	41.85	Proteobacteria
vOTU20069	38188	38.188	52.79	Proteobacteria
vOTU20072	21358	21.358	46.6	Proteobacteria
vOTU20080	30923	30.923	52.09	Proteobacteria
vOTU20083	38186	38.186	59.5	Proteobacteria
vOTU20089	22954	22.954	40.94	Proteobacteria
vOTU20091	32032	32.032	41.75	Proteobacteria
vOTU20095	49344	49.344	50.96	Proteobacteria
vOTU20097	44549	44.549	44.95	Proteobacteria
vOTU20106	48602	48.602	51.75	Proteobacteria
vOTU20115	31400	31.4	52.26	Proteobacteria
vOTU20117	35893	35.893	51.43	Proteobacteria
vOTU20118	58821	58.821	61.06	Proteobacteria
vOTU20122	37659	37.659	42.56	Proteobacteria
vOTU20126	21818	21.818	58.83	Proteobacteria
vOTU20130	29753	29.753	52.09	Proteobacteria
vOTU20134	33275	33.275	46.93	Proteobacteria
vOTU20137	271352	271.352	25.27	Proteobacteria
vOTU20140	41310	41.31	51.74	Proteobacteria
vOTU20145	35398	35.398	45.6	Proteobacteria
vOTU20159	58137	58.137	62.92	Proteobacteria
vOTU20163	45289	45.289	36.97	Proteobacteria
vOTU20165	117719	117.719	42.07	Proteobacteria
vOTU20167	24948	24.948	38.48	Proteobacteria
vOTU20169	5585	5.585	44.14	Proteobacteria
vOTU20171	33012	33.012	54.86	Proteobacteria
vOTU20174	87907	87.907	56.98	Proteobacteria
vOTU20176	34388	34.388	52.45	Proteobacteria
vOTU20177	51377	51.377	33.38	Proteobacteria
vOTU20178	40866	40.866	58.6	Proteobacteria
vOTU20182	27190	27.19	34.42	Proteobacteria
vOTU20183	70877	70.877	60.29	Proteobacteria
vOTU20185	52316	52.316	48.27	Proteobacteria
vOTU20187	28178	28.178	62.35	Proteobacteria
vOTU20190	45060	45.06	41.12	Proteobacteria
vOTU20192	22164	22.164	55.9	Proteobacteria
vOTU20193	66072	66.072	56.78	Proteobacteria
vOTU20195	54056	54.056	56.23	Proteobacteria
vOTU20199	34125	34.125	50.37	Proteobacteria
vOTU20200	34366	34.366	41.42	Proteobacteria
vOTU20201	68705	68.705	51.9	Proteobacteria
vOTU20205	43361	43.361	55.04	Proteobacteria
vOTU20207	16781	16.781	48.73	Proteobacteria
vOTU20211	166609	166.609	30.32	Proteobacteria
vOTU20215	28652	28.652	50.4	Proteobacteria
vOTU20218	39363	39.363	52.02	Proteobacteria
vOTU20229	41209	41.209	42.57	Proteobacteria
vOTU20231	58521	58.521	58.52	Proteobacteria
vOTU20238	29073	29.073	60.08	Proteobacteria
vOTU20241	43493	43.493	45.56	Proteobacteria
vOTU20243	27369	27.369	47.63	Proteobacteria
vOTU20258	48587	48.587	46.89	Proteobacteria
vOTU20260	32189	32.189	43.22	Proteobacteria
vOTU20261	107205	107.205	48.2	Proteobacteria
vOTU20266	27347	27.347	55.48	Proteobacteria
vOTU20270	26056	26.056	44.98	Proteobacteria
vOTU20277	34726	34.726	57.26	Proteobacteria
